ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,region,No_of_facilities,No_of_additional_facilities
100153700,Sentul Point Suite Apartment,2020,1700,Sentul,Apartment,3,1,2,850,3,Kuala Lumpur,7,1
99980399,Desa Sentul,.,1350,Sentul,Condominium,3,1,2,948,3,Kuala Lumpur,.,.
100153499,Pantai Hillpark 5,.,2000,Bangsar South,Condominium,3,1,2,1100,1,Kuala Lumpur,7,.
100153479,KL Traders Square Residences,2019,2200,Gombak,Service Residence,4,2,2,1049,1,Kuala Lumpur,.,.
100153236,Rica Residence Sentul,2021,1700,Sentul,Condominium,2,1,1,700,2,Kuala Lumpur,10,.
100101008,Pinnacle (Sri Petaling),2016,1800,Sri Petaling,Service Residence,3,2,3,911,2,Kuala Lumpur,14,1
100153217,Legasi Kampong Bharu,2020,2300,KL City,Apartment,3,1,2,810,2,Kuala Lumpur,10,2
100152977,Vista Langkawi @ PV18,.,1500,Setapak,Service Residence,3,1,2,926,3,Kuala Lumpur,9,5
100152964,Abadi Indah,.,1350,Taman Desa,Condominium,3,1,2,950,2,Kuala Lumpur,8,.
98775041,.,.,2200,Jalan Ipoh,Condominium,3,.,2,1200,3,Kuala Lumpur,14,5
95649914,.,.,2900,Solaris Dutamas,Service Residence,2,1,2,1060,1,Kuala Lumpur,14,4
99582963,Queensville,.,1200,Cheras,Condominium,1,1,1,556,3,Kuala Lumpur,.,.
99582990,The Mark,2015,1500,Cheras,Condominium,1,2,1,618,1,Kuala Lumpur,9,.
99582985,The Troika,2010,8500,KLCC,Condominium,2,1,3,1930,1,Kuala Lumpur,14,.
99599372,OUG Parklane,.,1400,OUG,Service Residence,3,.,2,960,1,Kuala Lumpur,7,2
98919518,Residensi Pandanmas 2,.,1450,Desa Pandan,Apartment,3,1,2,900,3,Kuala Lumpur,7,3
100152668,PPR Desa Rejang,.,800,Setapak,Flat,3,.,2,700,3,Kuala Lumpur,.,3
100152641,Palm Court (Brickfields),.,1500,Brickfields,Apartment,2,1,1,677,1,Kuala Lumpur,7,3
100108366,Platinum Victory Lake City PV 13,.,2000,Setapak,Condominium,4,1,2,1313,1,Kuala Lumpur,12,2
99416005,Sommerset Close,.,2800,Cheras,Townhouse Condo,3,1,3,1786,1,Kuala Lumpur,.,.
99582894,Pavilion Embassy,.,3700,KLCC,Service Residence,2,1,2,775,1,Kuala Lumpur,.,.
100152255,Taman Suria Setapak,.,1000,Setapak,Others,2,.,2,1000,3,Kuala Lumpur,1,1
100152003,M Centura,2021,1850,Sentul,Service Residence,3,.,2,850,2,Kuala Lumpur,.,.
100151746,Damai Residence @ Sungai Besi,2021,2500,KL City,Service Residence,3,.,2,850,3,Kuala Lumpur,5,1
100151364,Sky Suites @ KLCC,2019,3300,KLCC,Service Residence,2,1,2,796,1,Kuala Lumpur,5,.
100151367,Sky Suites @ KLCC,2019,3300,KLCC,Service Residence,2,.,2,796,1,Kuala Lumpur,5,.
100083141,Indah Apartments (Taman Setapak Indah),1989,1200,Setapak,Apartment,3,1,2,1000,3,Kuala Lumpur,4,2
100151248,PPR Taman Mulia,.,800,Cheras,Flat,2,.,1,600,2,Kuala Lumpur,4,2
100150956,Flat Wangsa Maju Seksyen 2 Block B6,.,800,Wangsa Maju,Flat,2,.,1,550,2,Kuala Lumpur,.,.
100150794,Bayu Tasik 2,1998,1500,Cheras,Condominium,3,1,2,920,1,Kuala Lumpur,14,4
100037096,Pangsapuri Melur (Sentul),2006,1500,Sentul,Apartment,3,1,2,1100,3,Kuala Lumpur,9,3
99920487,Bukit OUG Condominium,.,1000,Bukit Jalil,Condominium,2,1,1,775,3,Kuala Lumpur,14,3
99081528,Bayu Andaman,.,1400,Sentul,Apartment,3,1,2,850,3,Kuala Lumpur,14,1
100096000,Desa Dua Aman Puri,1990,950,Kepong,Apartment,3,1,2,950,3,Kuala Lumpur,9,1
100150517,Emerald Hills,2025,2000,Cheras,Condominium,2,2,2,893,3,Kuala Lumpur,11,2
100150444,Southbank Residence,2017,2200,Old Klang Road,Service Residence,3,.,2,953,3,Kuala Lumpur,6,.
100149974,Bayu Andaman,.,1700,Sentul,Apartment,3,1,2,1000,3,Kuala Lumpur,8,2
100149762,M Vertica,2023,2800,Cheras,Condominium,4,2,2,1000,1,Kuala Lumpur,9,.
100149848,The Hermington,2021,2200,Kuchai Lama,Condominium,3,2,2,1075,1,Kuala Lumpur,9,.
100149847,Eco Sky,2018,1800,Jalan Ipoh,Service Residence,2,1,2,901,1,Kuala Lumpur,.,.
100149846,Residensi Pandanmas 2,.,1800,Desa Pandan,Apartment,3,1,2,900,1,Kuala Lumpur,7,3
100149314,Pantai Hillpark 5,.,2000,Bangsar South,Condominium,3,1,2,1100,1,Kuala Lumpur,7,4
100149255,Melur Apartment (Sentul),2006,1400,Sentul,Apartment,3,1,2,1000,3,Kuala Lumpur,5,3
100149228,Prisma Cheras,.,1100,Cheras,Condominium,1,1,1,900,3,Kuala Lumpur,8,.
100149093,.,.,150,Sentul,Condo / Services residence / Penthouse / Townhouse,.,.,.,100,2,Kuala Lumpur,.,.
100148975,THE FENNEL AT SENTUL EAST,2017,3100,Sentul,Condominium,4,2,3,1250,1,Kuala Lumpur,7,.
100148870,288 Residences @ Kuchai Lama,2014,1700,Kuchai Lama,Condominium,3,1,2,1215,3,Kuala Lumpur,10,3
100148576,Platinum OUG Residence,2021,1400,Kuchai Lama,Condominium,3,.,2,1200,3,Kuala Lumpur,4,.
100148611,PPA1M Metropolitan Kepong,2018,1600,Kepong,Condominium,5,2,2,1500,3,Kuala Lumpur,8,2
100148472,Tijani 2 North,2009,10000,Bukit Tunku,Condominium,4,.,5,2900,3,Kuala Lumpur,7,.
100147967,Legasi Kampong Bharu,2020,3200,KL City,Apartment,3,1,2,950,1,Kuala Lumpur,9,.
99155009,Residensi Wangsamas,.,1500,Wangsa Maju,Apartment,3,1,2,800,3,Kuala Lumpur,6,.
97870360,Seasons Garden Residences @ Wangsa Maju,2017,1500,Wangsa Maju,Apartment,3,1,2,770,3,Kuala Lumpur,9,5
100147953,Pantai Indah Fasa 2,.,950,Pantai,Apartment,3,.,2,800,2,Kuala Lumpur,7,3
100068793,Casa Idaman,2010,1400,Jalan Ipoh,Condominium,3,.,2,1007,1,Kuala Lumpur,9,4
99725976,G Residence @ Desa Pandan,2015,4000,Desa Pandan,Service Residence,3,2,2,1539,3,Kuala Lumpur,4,.
100147821,Queensville,.,1300,Cheras,Condominium,1,2,1,526,3,Kuala Lumpur,7,3
100147676,Sri Angsana Hilir,.,1400,Ampang,Condominium,3,1,2,1042,1,Kuala Lumpur,6,1
100147614,Changkat View Condominium,2009,450,Solaris Dutamas,Condominium,3,.,2,1100,1,Kuala Lumpur,14,3
100147594,Inspirasi Mont Kiara,.,2500,Mont Kiara,Service Residence,3,2,2,1015,3,Kuala Lumpur,9,2
98910731,.,.,6000,KLCC,Condominium,4,1,5,2000,1,Kuala Lumpur,6,5
99756823,Lido Residency,2016,2100,Cheras,Condominium,2,1,2,969,1,Kuala Lumpur,8,1
99775962,Residensi Desa Satumas,.,1500,Taman Desa,Condominium,3,1,2,850,1,Kuala Lumpur,4,5
99467079,OPUS Kuala Lumpur,2019,3300,KL City,Service Residence,3,2,2,997,1,Kuala Lumpur,13,5
100146966,Majestic Maxim,2021,1600,Cheras,Service Residence,3,1,2,819,3,Kuala Lumpur,10,3
100146759,Maxim Residences,2017,1400,Cheras,Service Residence,3,2,2,1050,3,Kuala Lumpur,7,3
100146883,CitiZen,2019,2400,Old Klang Road,Service Residence,3,.,2,1094,1,Kuala Lumpur,9,.
98956073,The Elements,2015,2400,Ampang,Service Residence,3,.,3,1410,3,Kuala Lumpur,8,3
100146650,PPA1M Bukit Jalil,.,850,Bukit Jalil,Apartment,3,.,2,1200,1,Kuala Lumpur,.,.
100146797,Paraiso @ The Earth Bukit Jalil,2020,2300,Bukit Jalil,Condominium,3,.,2,1100,3,Kuala Lumpur,7,3
100146629,Residensi Pandanmas 2,.,1000,Desa Pandan,Apartment,3,.,2,900,3,Kuala Lumpur,7,.
100146208,Arte KL,2014,2600,Kuchai Lama,Condominium,4,2,3,1500,1,Kuala Lumpur,9,4
100146207,Pandan Puteri,.,1500,Ampang,Condominium,3,1,2,1010,2,Kuala Lumpur,6,3
99188354,Arte Mont Kiara,.,1800,Mont Kiara,Service Residence,1,1,1,500,1,Kuala Lumpur,12,5
100146360,Court 28 @ KL City,2019,2000,Jalan Ipoh,Service Residence,3,2,2,305,3,Kuala Lumpur,9,4
100102986,Meranti Apartments,.,850,Sri Damansara,Apartment,3,.,2,650,1,Kuala Lumpur,5,4
100145881,M City,2016,2400,KL City,Service Residence,2,.,2,1000,1,Kuala Lumpur,11,1
98794246,Eko Cheras Mall Residence,.,2400,Cheras,Service Residence,1,1,2,762,1,Kuala Lumpur,10,4
98869138,Kenwingston Avenue,.,1700,Sungai Besi,Condominium,2,1,2,660,1,Kuala Lumpur,8,4
99635409,EkoCheras Service Apartment,2017,2000,Cheras,Service Residence,1,1,1,762,3,Kuala Lumpur,10,3
99862548,Enesta,2021,2400,Kepong,Service Residence,3,2,3,1338,1,Kuala Lumpur,9,4
100145216,Eco Sky,2018,2500,Jalan Ipoh,Service Residence,3,2,2,1087,1,Kuala Lumpur,13,3
100145316,Casa Idaman,2010,2000,Jalan Ipoh,Condominium,3,1,2,1007,1,Kuala Lumpur,8,4
100145295,Taman Sri Sentosa,.,850,Old Klang Road,Apartment,3,1,2,800,2,Kuala Lumpur,3,.
100145033,Reizz Residence,2019,2000,Ampang Hilir,Service Residence,2,1,1,700,1,Kuala Lumpur,4,3
100144995,Majestic Maxim,2021,1200,Cheras,Service Residence,2,1,2,650,3,Kuala Lumpur,8,3
100145130,Sunway Velocity,2014,2500,Cheras,Condominium,2,1,1,700,1,Kuala Lumpur,4,4
100144945,Setia SKY Residences,2011,2800,KLCC,Condominium,2,1,2,990,1,Kuala Lumpur,8,4
100145108,Residensi Pandanmas 2,.,1600,Desa Pandan,Condominium,3,1,2,900,3,Kuala Lumpur,8,2
97703898,.,.,4600,Keramat,Service Residence,3,2,2,1211,1,Kuala Lumpur,8,4
97703982,.,.,3500,Keramat,Service Residence,2,1,2,775,3,Kuala Lumpur,8,.
100080514,Residensi Kuchaimas,.,1300,Kuchai Lama,Apartment,3,1,2,800,3,Kuala Lumpur,8,3
98594977,Parc 3,2021,2200,Cheras,Service Residence,2,1,2,725,1,Kuala Lumpur,8,4
100144665,Serini Melawati,2018,3000,Taman Melawati,Service Residence,3,1,2,1376,3,Kuala Lumpur,6,.
100144657,Apartment Kampung Sungai Penchala,.,1000,Sungai Penchala,Apartment,3,.,1,900,2,Kuala Lumpur,.,1
98520784,Setia SKY Residences,2011,4000,KLCC,Condominium,3,2,2,1200,1,Kuala Lumpur,10,3
100088142,Queensville,.,1700,Cheras,Condominium,1,1,1,726,1,Kuala Lumpur,.,4
100143892,Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,2018,1250,Bukit Jalil,Apartment,3,1,2,1200,3,Kuala Lumpur,5,3
100100929,The Troika,2010,4800,KLCC,Condominium,1,2,1,1004,1,Kuala Lumpur,14,.
100143842,Avant Court,.,1100,Old Klang Road,Apartment,3,1,2,1173,3,Kuala Lumpur,14,.
100100986,Mirage Residence,.,3000,KL City,Condominium,2,2,2,1277,1,Kuala Lumpur,6,.
100143616,"Sky Awani Residensi, Sentul",2019,1200,Sentul,Condominium,3,1,2,800,2,Kuala Lumpur,11,2
99880957,Lavile,2021,3700,Cheras,Service Residence,3,.,2,860,1,Kuala Lumpur,5,3
100143270,Kelumpuk Pinang,.,900,Setiawangsa,Flat,2,.,1,600,2,Kuala Lumpur,2,1
99962716,Viva Residency,2009,1800,Jalan Ipoh,Condominium,2,1,2,840,1,Kuala Lumpur,9,4
100142741,Desa Pandan Apartment,.,800,KLCC,Flat,3,1,2,800,3,Kuala Lumpur,1,2
100142464,Pantai Hillpark 5,.,2000,Bangsar South,Condominium,3,.,2,1100,1,Kuala Lumpur,7,.
100142383,Seri Raja Chulan,.,3200,Bukit Bintang,Condominium,3,.,2,1300,1,Kuala Lumpur,9,.
100142492,Lavile,2021,2800,Cheras,Service Residence,2,1,2,850,1,Kuala Lumpur,9,4
100142360,UBN Apartment,.,2200,KL City,Condominium,1,.,1,720,1,Kuala Lumpur,7,.
100142374,The Meritz,2008,4500,Ampang,Condominium,2,.,2,1400,1,Kuala Lumpur,10,.
100142302,Abadi Indah,.,1200,Taman Desa,Condominium,3,1,2,830,3,Kuala Lumpur,14,3
97025839,Pangsapuri Cemara (Cheras),2002,1100,Cheras,Apartment,3,1,2,730,3,Kuala Lumpur,2,2
100142230,Faber Heights,1988,1500,Taman Desa,Condominium,1,1,1,750,1,Kuala Lumpur,14,3
99181563,Bukit Mas Apartment,.,1400,Taman Melawati,Apartment,3,1,2,950,2,Kuala Lumpur,5,2
94770645,Pantai Permai,.,1350,Bangsar South,Apartment,3,.,2,750,2,Kuala Lumpur,.,1
100141636,Kiara Residence 2,.,1899,Bukit Jalil,Condominium,3,2,2,1800,1,Kuala Lumpur,5,4
100141672,CitiZen,2019,1799,Old Klang Road,Service Residence,2,.,2,725,1,Kuala Lumpur,9,5
100141451,Kiara Residence,2014,2500,Bukit Jalil,Condominium,4,1,3,1280,1,Kuala Lumpur,13,4
99909613,Villa Wangsamas,2010,2200,Wangsa Maju,Condominium,3,2,2,1276,1,Kuala Lumpur,10,4
99721997,288 Residences @ Kuchai Lama,2014,1900,Kuchai Lama,Condominium,4,2,4,1483,3,Kuala Lumpur,9,2
99952212,Merdeka View Apartment,.,2600,Pudu,Apartment,3,1,2,1650,1,Kuala Lumpur,3,3
100097940,D-Villa Residence (Holiday Villa),.,2600,Ampang,Condominium,2,1,1,1200,1,Kuala Lumpur,9,4
99874203,Residensi Vista Wirajaya,.,1500,Setapak,Condominium,3,1,2,850,2,Kuala Lumpur,8,2
100005955,Vista Danau Kota,2023,2100,Setapak,Apartment,3,.,2,829,1,Kuala Lumpur,7,3
100140983,The Hamilton,2020,2000,Wangsa Maju,Condominium,3,2,2,1000,2,Kuala Lumpur,8,.
100140993,Serini Melawati,2018,2000,Taman Melawati,Service Residence,2,2,1,633,1,Kuala Lumpur,6,5
100096670,Gurney Heights,.,1950,Keramat,Condominium,3,1,2,809,1,Kuala Lumpur,7,5
100140471,Seri Mas (Cheras),.,1280,Cheras,Condominium,3,.,2,867,3,Kuala Lumpur,2,3
100140285,"SkyAwani 3 Residence, Setapak",2021,1400,Setapak,Apartment,3,1,2,800,3,Kuala Lumpur,12,2
100140238,Estana Court,.,1600,Ampang,Apartment,3,.,2,882,3,Kuala Lumpur,5,2
99880473,Bayu Tasik 2,1998,1300,Cheras,Condominium,3,1,2,800,3,Kuala Lumpur,5,3
100140120,Tuan Residency,.,2000,Jalan Kuching,Service Residence,3,.,2,878,1,Kuala Lumpur,8,4
97654065,Menara Alpha,.,1350,Wangsa Maju,Condominium,3,.,2,1180,3,Kuala Lumpur,6,3
100139450,Taman Mulia,.,850,Cheras,Flat,2,.,1,660,1,Kuala Lumpur,3,3
100139354,Seksyen 1 Wangsa Maju Flat,.,1250,Wangsa Maju,Flat,2,1,1,600,1,Kuala Lumpur,3,3
100139306,Twins @ Damansara Heights,2010,3400,Damansara Heights,Condominium,2,2,2,1203,1,Kuala Lumpur,9,2
100138997,Eco Sky,2018,1600,Jalan Ipoh,Service Residence,2,1,2,900,3,Kuala Lumpur,14,3
100138980,Saville,2013,1650,Taman Melawati,Service Residence,3,1,2,980,3,Kuala Lumpur,14,3
100138972,Endah Promenade,2011,2300,Sri Petaling,Condominium,3,1,2,1297,1,Kuala Lumpur,14,4
100138967,Royal Regent (Sri Putramas 3),2013,1900,Jalan Kuching,Condominium,3,1,2,1100,1,Kuala Lumpur,9,3
100138957,Ketumbar Heights,2010,1350,Cheras,Condominium,3,1,2,755,1,Kuala Lumpur,5,3
100138782,Villa Crystal,2017,2000,Segambut,Condominium,3,2,3,1155,1,Kuala Lumpur,7,.
100138802,Damansara Foresta,2016,4000,Sri Damansara,Condominium,4,3,5,3150,1,Kuala Lumpur,9,.
100138797,Damansara Foresta,2016,2600,Sri Damansara,Condominium,3,2,3,1610,1,Kuala Lumpur,9,.
100138832,Setia SKY Residences,2011,4000,KLCC,Condominium,3,.,2,1200,1,Kuala Lumpur,8,4
100138805,Menara Puteri,.,1800,Brickfields,Condominium,3,.,2,1000,1,Kuala Lumpur,3,4
100138286,Kiara Residence 2,.,2000,Bukit Jalil,Condominium,3,1,2,1100,1,Kuala Lumpur,11,3
99948949,Petaling Indah Condominiums,2005,1200,Sri Petaling,Condominium,3,1,2,888,3,Kuala Lumpur,8,2
98113356,The Troika,2010,4800,KLCC,Condominium,1,1,2,1348,1,Kuala Lumpur,14,5
100138186,Bayu Sentul Condominium,2015,1899,Sentul,Condominium,3,.,2,1300,3,Kuala Lumpur,.,.
100138264,The Mark,2015,2300,Cheras,Service Residence,3,2,2,1166,1,Kuala Lumpur,12,4
100138100,Majestic Maxim,2021,1600,Cheras,Service Residence,3,1,2,819,3,Kuala Lumpur,11,3
99916103,Pangsapuri Ukay Indah,.,820,Ampang,Apartment,3,.,2,650,2,Kuala Lumpur,4,.
100138026,Bayu Sentul Condominium,2015,1899,Sentul,Condominium,3,2,2,1300,3,Kuala Lumpur,8,.
100137740,Seri Maya,2008,1900,Setiawangsa,Condominium,3,1,2,1150,1,Kuala Lumpur,6,3
100137856,Royal Regent (Sri Putramas 3),2013,3000,Jalan Kuching,Condominium,3,2,3,1800,1,Kuala Lumpur,6,3
100137852,Pandan Heights Condominium,.,1200,Cheras,Condominium,3,1,2,857,3,Kuala Lumpur,5,3
100137850,Bam Villa,1996,1800,Cheras,Condominium,3,1,2,1109,1,Kuala Lumpur,7,2
100137848,Bam Villa,1996,1400,Cheras,Condominium,3,1,2,1100,3,Kuala Lumpur,7,2
100137847,Sky Vista Residency,2014,2000,Cheras,Condominium,4,2,3,1700,3,Kuala Lumpur,5,3
100137846,Vistaria Residensi,2012,2100,Ampang,Condominium,4,1,2,1300,1,Kuala Lumpur,10,4
100137832,Reizz Residence,2019,2300,Ampang Hilir,Service Residence,2,1,2,845,1,Kuala Lumpur,4,4
100137829,Reizz Residence,2019,2000,Ampang Hilir,Service Residence,2,1,1,697,1,Kuala Lumpur,4,3
100137828,The Elements,2015,1600,Ampang,Service Residence,1,1,1,640,1,Kuala Lumpur,8,4
100137826,The Elements,2015,1600,Ampang,Service Residence,1,1,1,540,1,Kuala Lumpur,8,4
100137825,The Elements,2015,1500,Ampang,Service Residence,1,1,1,520,1,Kuala Lumpur,8,2
100137824,The Elements,2015,2100,Ampang,Service Residence,2,1,2,1000,1,Kuala Lumpur,8,2
100137821,The Elements,2015,2200,Ampang,Service Residence,2,1,2,850,1,Kuala Lumpur,8,4
100137819,The Elements,2015,2200,Ampang,Service Residence,2,2,2,950,1,Kuala Lumpur,8,4
100137818,D'Suria Condominium,2015,2500,Ampang,Condominium,4,2,3,1264,1,Kuala Lumpur,3,3
100137817,3 Towers,2015,2500,Ampang Hilir,Service Residence,2,.,2,890,1,Kuala Lumpur,6,2
100137815,3 Towers,2015,2000,Ampang Hilir,Condominium,1,.,1,440,1,Kuala Lumpur,6,3
100093859,Avara Seputeh,2020,2900,Seputeh,Service Residence,2,1,2,830,1,Kuala Lumpur,8,5
100093593,Perumahan Pantai Permai,.,1200,Bangsar South,Apartment,3,.,2,650,2,Kuala Lumpur,4,.
100137663,Residensi Vista Wirajaya,.,1800,Setapak,Apartment,3,1,2,885,1,Kuala Lumpur,8,3
99627716,Teratai Mewah Apartment,.,1000,Setapak,Apartment,3,.,1,653,3,Kuala Lumpur,3,2
100137267,Sky Suites @ KLCC,2019,3800,KLCC,Service Residence,3,.,2,890,1,Kuala Lumpur,11,2
100082594,Platinum Teratai Residence,2019,1900,Setapak,Apartment,3,2,2,950,1,Kuala Lumpur,5,3
100136989,Central Residence @ Sg Besi,2015,1800,Sungai Besi,Apartment,2,.,2,1060,1,Kuala Lumpur,7,.
100120168,Sri Harmonis Apartment,.,1150,Setapak,Apartment,3,.,2,800,2,Kuala Lumpur,3,1
100136842,Bougainvilla,2007,1500,Segambut,Condominium,3,1,2,1050,1,Kuala Lumpur,11,4
100136791,Seri Maya,2008,1900,Setiawangsa,Condominium,3,1,2,1150,1,Kuala Lumpur,5,.
100136606,Tivoli Villas,1993,2200,Bangsar,Condominium,2,1,1,650,1,Kuala Lumpur,10,.
100136680,Desa Petaling Flat,.,600,Desa Petaling,Flat,2,.,1,500,3,Kuala Lumpur,1,.
98726868,Platinum OUG Residence,2021,1150,Kuchai Lama,Condominium,3,1,2,1200,2,Kuala Lumpur,4,.
97455871,Crown Regency,.,3800,KLCC,Service Residence,3,.,3,1600,1,Kuala Lumpur,9,5
100136356,SAVILLE @ THE PARK Bangsar,2015,2800,Bangsar South,Condominium,3,2,3,1390,1,Kuala Lumpur,7,.
100136518,Estana Court,.,1300,Ampang,Apartment,3,1,2,850,2,Kuala Lumpur,6,.
98516458,SAVILLE @ THE PARK Bangsar,2015,2800,Bangsar South,Condominium,3,2,3,1390,1,Kuala Lumpur,7,3
100136084,Tiara Mutiara 2,2017,1750,Old Klang Road,Service Residence,3,1,2,933,1,Kuala Lumpur,6,2
100115382,Sri Putramas,2004,1500,Jalan Kuching,Condominium,3,.,2,1100,1,Kuala Lumpur,14,3
100136070,Tiara Mutiara 2,2017,1499,Old Klang Road,Service Residence,3,1,2,807,3,Kuala Lumpur,6,2
100091294,Anggunpuri Condominium,.,1300,Segambut,Condominium,3,.,2,850,3,Kuala Lumpur,11,2
100135714,Inspirasi Mont’ Kiara,.,3800,Mont Kiara,Condominium,3,2,2,1015,1,Kuala Lumpur,9,3
97372576,.,.,3100,Mont Kiara,Condominium,3,1,2,1280,1,Kuala Lumpur,12,3
100135230,Flat taman rajawali,.,750,Cheras,Flat,2,.,1,550,3,Kuala Lumpur,.,2
99587153,The Havre @ Bukit Jalil,2020,1900,Bukit Jalil,Condominium,3,1,2,1200,1,Kuala Lumpur,14,5
99892622,Flat bandar  damai perdana at cheras,.,750,Bandar Damai Perdana,Flat,3,.,2,650,3,Kuala Lumpur,1,1
100134822,Maxim Citilights,2017,1700,Sentul,Service Residence,3,2,2,1009,3,Kuala Lumpur,6,3
99691578,M3 Residency,2017,1600,Setapak,Service Residence,3,1,2,950,3,Kuala Lumpur,8,3
99859426,Majestic Maxim,2021,1700,Cheras,Service Residence,3,2,2,819,3,Kuala Lumpur,9,3
100134624,Lakeville Residence,2017,2200,Jalan Ipoh,Condominium,3,1,2,977,1,Kuala Lumpur,11,4
100134730,The Address @ Taman Desa,2022,3300,Taman Desa,Condominium,4,2,2,1118,1,Kuala Lumpur,12,3
100134656,Seksyen 4 Wangsa Maju Flat Block A,.,900,Wangsa Maju,Flat,2,.,1,560,2,Kuala Lumpur,.,.
100134563,Serini Melawati,2018,1500,Taman Melawati,Studio,1,.,1,633,2,Kuala Lumpur,6,2
99756266,The Era,2021,2800,Segambut,Service Residence,3,2,2,1023,1,Kuala Lumpur,9,3
100134456,Bayu Sentul Condominium,2015,1800,Sentul,Condominium,3,2,2,1300,3,Kuala Lumpur,9,3
100134065,Tivoli Villas,1993,2200,Bangsar,Condominium,1,1,1,650,1,Kuala Lumpur,10,4
100133646,Majestic Maxim,2021,2400,Cheras,Service Residence,3,1,2,1100,1,Kuala Lumpur,8,4
100088439,Rica Residence Sentul,2021,1700,Sentul,Condominium,2,.,1,700,3,Kuala Lumpur,10,4
100133479,Desa Pandan Apartment,.,1500,KLCC,Apartment,3,2,2,900,3,Kuala Lumpur,8,4
100133106,Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,2018,1950,Bukit Jalil,Apartment,4,.,2,1434,1,Kuala Lumpur,5,4
100133144,Platinum Hill PV 5,2006,1600,Setapak,Condominium,4,1,2,1272,1,Kuala Lumpur,13,4
83623364,DEX Suites 1.0 (Tower A) @ Kiara East,2017,1800,Jalan Kuching,Service Residence,2,1,1,689,1,Kuala Lumpur,4,1
87819492,Sri Putramas,2004,1700,Jalan Kuching,Condominium,3,1,2,1050,1,Kuala Lumpur,9,1
100132926,Flat Taman Bukit Angkasa,.,1200,Bangsar South,Flat,3,.,2,688,3,Kuala Lumpur,5,3
100132096,Sofiya Residences,.,2300,Desa ParkCity,Condominium,3,1,2,862,3,Kuala Lumpur,5,3
100132071,Pangsapuri Sri Penara,.,950,Cheras,Flat,3,.,2,650,2,Kuala Lumpur,5,1
100131349,Sri Penaga,.,3800,Bangsar,Condominium,2,1,2,1033,1,Kuala Lumpur,4,1
100131329,Setia SKY Residences,2011,2700,KLCC,Condominium,2,2,2,1055,3,Kuala Lumpur,8,1
100131132,Quadro Residences,2013,4900,KLCC,Condominium,3,2,3,1600,3,Kuala Lumpur,3,.
100131020,1A Stonor,.,3500,KLCC,Condominium,3,.,3,1141,1,Kuala Lumpur,6,.
100130984,1A Stonor,.,6000,KLCC,Condominium,4,1,5,2000,1,Kuala Lumpur,6,.
100130819,Seri Maya,2008,1899,Setiawangsa,Condominium,3,1,2,1150,1,Kuala Lumpur,6,4
100114822,Residensi KepongMas,2020,1500,Kepong,Apartment,3,1,2,825,1,Kuala Lumpur,9,4
100130677,Danau Impian,1997,1500,Taman Desa,Condominium,3,1,2,918,1,Kuala Lumpur,9,.
90003976,.,.,5200,City Centre,Condominium,4,1,5,2174,1,Kuala Lumpur,7,4
100130509,Taman Daya,.,700,Kepong,Flat,2,.,2,750,2,Kuala Lumpur,.,1
100130460,Platinum Splendor Residensi Semarak,2020,2000,Keramat,Condominium,4,.,2,1184,2,Kuala Lumpur,10,1
100130261,Legasi Kampong Bharu,2020,3200,KL City,Apartment,3,.,2,950,1,Kuala Lumpur,10,.
100130134,The Era,2021,2900,Segambut,Service Residence,2,2,2,893,1,Kuala Lumpur,11,4
100083241,Sky Suites @ KLCC,2019,1800,KLCC,Service Residence,1,.,1,250,1,Kuala Lumpur,1,3
100129863,Palace Court,2014,2100,Kuchai Lama,Condominium,3,2,2,1328,1,Kuala Lumpur,8,.
100129853,Platinum Hill PV 2,2013,100,Setapak,Condominium,1,.,1,100,2,Kuala Lumpur,1,.
100129751,Residensi Harmoni 2 @ Bukit Prima Pelangi,2019,2100,Segambut,Condominium,3,2,2,1200,3,Kuala Lumpur,11,4
100129819,Casa Idaman,2010,1400,Jalan Ipoh,Condominium,3,1,2,1047,3,Kuala Lumpur,6,2
100129745,Maxim Residences,2017,1300,Cheras,Service Residence,3,2,2,1050,3,Kuala Lumpur,7,4
100129816,M Centura,2021,1600,Sentul,Service Residence,2,1,1,646,3,Kuala Lumpur,.,.
100129652,Kepong Puncak Desa,.,800,Kepong,Apartment,3,.,2,800,2,Kuala Lumpur,.,3
100122265,Binjai 8,2013,2600,KLCC,Service Residence,1,.,2,800,1,Kuala Lumpur,8,3
100129594,Setia SKY Residences,2011,4000,KLCC,Condominium,3,2,3,1200,1,Kuala Lumpur,12,5
100129454,Pertiwi Indah,.,1500,Cheras,Condominium,3,1,2,1285,3,Kuala Lumpur,10,3
98174546,Bayu Tasik 1,1999,1099,Cheras,Condominium,3,1,2,926,2,Kuala Lumpur,8,2
99973053,28 Boulevard,2019,1399,Pandan Perdana,Apartment,1,.,1,450,1,Kuala Lumpur,10,.
97976443,Kaleidoscope,.,3800,Setiawangsa,Condominium,4,2,3,1496,3,Kuala Lumpur,6,3
100128967,Platinum Splendor Residensi Semarak,2020,2000,Keramat,Condominium,3,2,2,1118,2,Kuala Lumpur,10,.
96292601,Nova II,.,1350,Segambut,Apartment,4,1,2,1224,3,Kuala Lumpur,4,2
