ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,region,No_of_facilities,No_of_additional_facilities
99718492,Platinum Splendor Residensi Semarak,2020,1700,Keramat,Condominium,4,2,2,1200,3,Kuala Lumpur,10,3
99795982,Miharja Apartment (LRT Maluri),.,680,Cheras,Apartment,3,1,2,960,1,Kuala Lumpur,5,3
99796187,One Maxim,2020,1700,Sentul,Service Residence,3,1,2,880,1,Kuala Lumpur,12,4
99795577,M Centura,2021,1400,Sentul,Condominium,3,2,2,850,1,Kuala Lumpur,14,5
99795834,PangsaRia,.,1300,Desa Petaling,Apartment,3,1,2,800,3,Kuala Lumpur,4,.
99795474,PKNS Kampung Baru,.,3500,KLCC,Apartment,3,1,2,800,1,Kuala Lumpur,.,.
99795047,Royal Regent (Sri Putramas 3),2013,1500,Jalan Kuching,Condominium,2,.,2,875,3,Kuala Lumpur,6,2
99771600,Residensi Alam Damai (PR1MA @ Alam Damai),.,1100,Cheras,Apartment,3,1,2,900,3,Kuala Lumpur,7,1
99794580,Mandarina Court,.,1048,Cheras,Apartment,3,1,2,780,2,Kuala Lumpur,5,2
99794399,M Centura,2021,1600,Sentul,Service Residence,2,1,1,646,3,Kuala Lumpur,9,2
99794071,Residensi Pandanmas 2,.,1000,Desa Pandan,Apartment,3,.,2,850,2,Kuala Lumpur,7,.
99793959,The Troika,2010,9600,KLCC,Condominium,4,.,4,2600,1,Kuala Lumpur,6,4
98327472,Westcourt Apartment,.,800,Old Klang Road,Apartment,3,1,2,1200,3,Kuala Lumpur,4,1
99793908,Hartamas Regency II,2007,5800,Mont Kiara,Duplex,7,3,7,3488,3,Kuala Lumpur,12,2
99793685,Kenwingston Avenue,.,2000,Sungai Besi,Service Residence,3,1,2,850,3,Kuala Lumpur,5,2
99793668,Pearl Suria,2016,2200,Old Klang Road,Condominium,2,1,2,914,1,Kuala Lumpur,11,3
97398662,Sentul Utama Condominium,2009,1400,Sentul,Condominium,3,1,2,897,3,Kuala Lumpur,7,1
99793553,Rumbia Residence @ Ari Permaisuri,2021,2800,Cheras,Condominium,4,2,3,1227,1,Kuala Lumpur,9,4
99793540,Residensi Pandanmas 1,.,1400,Desa Pandan,Apartment,3,2,2,900,3,Kuala Lumpur,10,2
99685534,Lojing Heights 1,2001,2000,Wangsa Maju,Condominium,3,.,2,1570,2,Kuala Lumpur,12,2
99714842,SkyMeridien Residences @ Sentul East,2022,2500,Sentul,Service Residence,3,2,2,982,1,Kuala Lumpur,4,4
99792663,The Palladium,.,1900,Keramat,Condominium,3,1,2,907,1,Kuala Lumpur,7,.
99792571,The Henge Kepong,2019,2100,Kepong,Condominium,3,2,2,1100,1,Kuala Lumpur,14,5
99792563,The Orion,2006,3000,City Centre,Condominium,4,4,3,1323,1,Kuala Lumpur,14,5
99792438,"SkyAwani 3 Residence, Setapak",2021,1450,Setapak,Condominium,3,1,2,800,3,Kuala Lumpur,12,2
99621032,Residensi Rampai II,2021,1600,Setapak,Apartment,4,2,2,1000,2,Kuala Lumpur,14,1
99635194,Menara Alpha,.,1400,Wangsa Maju,Condominium,3,1,2,1140,2,Kuala Lumpur,14,2
99792297,"SkyAwani 3 Residence, Setapak",2021,1300,Setapak,Condominium,3,.,2,800,1,Kuala Lumpur,14,5
99792176,Parkview Service Apartment,2006,2400,KLCC,Condominium,1,.,1,660,1,Kuala Lumpur,12,4
99792101,Swiss Garden Residences,2011,1900,Bukit Bintang,Service Residence,1,.,1,650,1,Kuala Lumpur,4,1
99792088,Residensi Pandanmas 1,.,1300,Desa Pandan,Apartment,3,1,2,900,3,Kuala Lumpur,14,4
99654228,Platinum Splendor Residensi Semarak,.,1203,Titiwangsa,Condominium,3,1,2,921,2,Kuala Lumpur,7,1
99455494,Kita Impian,.,700,Bukit Jalil,Apartment,3,1,2,901,2,Kuala Lumpur,7,1
99416376,Canopy hills,.,600,Mid Valley City,Condominium,2,1,1,590,2,Kuala Lumpur,10,1
99791458,V Residence 3 @ Sunway Velocity,.,3500,Cheras,Service Residence,3,1,2,1221,1,Kuala Lumpur,12,4
99791507,United Point Residence @ North Kiara,2019,2100,Kepong,Service Residence,4,2,3,1152,1,Kuala Lumpur,8,1
99791106,Flat Pandan Jaya,.,900,Pandan Jaya,Flat,2,.,1,500,2,Kuala Lumpur,.,.
99791071,Royal Regent (Sri Putramas 3),2013,2800,Jalan Kuching,Condominium,3,1,2,1015,1,Kuala Lumpur,10,4
99791011,Majestic Maxim,2021,1200,Cheras,Service Residence,2,1,2,650,3,Kuala Lumpur,14,1
99710699,Pandan Court,2001,1300,Ampang,Apartment,3,1,2,828,3,Kuala Lumpur,5,2
99589387,Scenaria @ North Kiara Hills,2015,2100,Segambut,Condominium,3,.,2,1019,1,Kuala Lumpur,8,3
99790429,Sentul Point Suite Apartment,2020,1800,Sentul,Apartment,3,1,2,876,1,Kuala Lumpur,9,4
99709083,Gaya Apartments,.,1750,Taman Melawati,Condominium,2,2,2,972,3,Kuala Lumpur,8,1
99790442,Prima Setapak,.,1200,Setapak,Condominium,3,.,2,1000,3,Kuala Lumpur,6,2
99502006,Pangsapuri Mawar (Sentul),.,1300,Sentul,Condominium,3,.,2,1005,3,Kuala Lumpur,6,1
99790277,Embassyview,2011,18500,Ampang Hilir,Condominium,4,3,6,7506,3,Kuala Lumpur,10,3
72984597,Casa Mutiara,2007,1500,Bukit Bintang,Service Residence,1,.,1,360,1,Kuala Lumpur,7,5
99690335,Residensi Gembira 737,.,1600,Old Klang Road,Apartment,3,1,2,900,3,Kuala Lumpur,4,2
36874181,6 Ceylon,2013,2200,Ampang,Condominium,1,.,1,696,1,Kuala Lumpur,9,4
86693202,Casa Residency,2012,2200,Bukit Bintang,Service Residence,2,.,2,750,1,Kuala Lumpur,4,5
99789947,28 Boulevard,2019,1450,Pandan Perdana,Apartment,1,1,1,450,1,Kuala Lumpur,10,3
99478911,Putra Majestik,2008,1500,Jalan Ipoh,Condominium,3,1,2,1020,1,Kuala Lumpur,10,4
99789731,EkoCheras Service Apartment,2017,1900,Cheras,Duplex,1,1,2,762,3,Kuala Lumpur,11,3
99789538,Residensi Pandanmas 2,.,1800,Desa Pandan,Apartment,3,.,2,900,3,Kuala Lumpur,8,2
83618374,Swiss Garden Residences,2011,2000,Bukit Bintang,Service Residence,1,.,1,550,1,Kuala Lumpur,10,5
99788996,The Hamstead,.,2100,Cheras,Condominium,3,2,2,1003,1,Kuala Lumpur,14,5
99789052,The Hipster @ Taman Desa,2022,2300,Taman Desa,Condominium,3,2,2,950,1,Kuala Lumpur,14,5
99789043,Kiara Residence,2014,1998,Bukit Jalil,Condominium,3,2,2,1200,1,Kuala Lumpur,14,5
99789039,The Hipster @ Taman Desa,2022,2200,Taman Desa,Condominium,3,2,2,950,1,Kuala Lumpur,14,5
99789109,The Havre @ Bukit Jalil,2020,2300,Bukit Jalil,Condominium,4,2,3,1100,1,Kuala Lumpur,14,5
99788975,The Hamstead,.,1350,Cheras,Condominium,3,2,2,1003,3,Kuala Lumpur,14,5
99788818,Putra Villa,2007,1800,Setapak,Condominium,3,1,2,1125,1,Kuala Lumpur,10,3
99788918,The Hipster @ Taman Desa,2022,1550,Taman Desa,Condominium,3,2,2,1003,3,Kuala Lumpur,14,5
99788915,M Vertica,2023,1800,Cheras,Condominium,3,2,2,850,3,Kuala Lumpur,14,4
99788856,Seasons Garden Residences @ Wangsa Maju,2017,1599,Wangsa Maju,Service Residence,3,1,2,850,3,Kuala Lumpur,8,4
99788851,Seri Raja Chulan,.,3200,Bukit Bintang,Condominium,3,.,2,1300,1,Kuala Lumpur,9,.
99788845,38 Bidara,.,1800,KLCC,Condominium,2,.,2,800,1,Kuala Lumpur,9,.
99788844,Bam Villa,1996,1300,Cheras,Condominium,3,.,2,1100,3,Kuala Lumpur,7,.
99788669,Tuan Residency,.,1499,Jalan Kuching,Service Residence,3,1,2,879,3,Kuala Lumpur,.,4
99788426,PV9 Residences @ Taman Melati,2022,2300,Setapak,Service Residence,3,2,2,1100,3,Kuala Lumpur,.,.
99788391,Seasons Garden Residences @ Wangsa Maju,2017,1899,Wangsa Maju,Service Residence,4,1,2,850,1,Kuala Lumpur,8,5
99788387,Casa Mutiara,2007,2000,Bukit Bintang,Service Residence,2,.,2,900,1,Kuala Lumpur,7,.
99788632,Mutiara Villa,.,2500,Bukit Bintang,Condominium,3,.,3,1200,1,Kuala Lumpur,7,.
99788561,Seasons Garden Residences @ Wangsa Maju,2017,1599,Wangsa Maju,Service Residence,3,1,2,770,2,Kuala Lumpur,10,3
99788340,UBN Apartment,.,2200,KL City,Condominium,1,.,1,720,1,Kuala Lumpur,7,.
98676784,Residensi Alam Damai (PR1MA @ Alam Damai),.,1000,Cheras,Apartment,3,.,2,995,3,Kuala Lumpur,.,.
99468099,Arena Green,2000,800,Bukit Jalil,Condominium,1,1,1,600,3,Kuala Lumpur,4,2
99788532,Sentul Point Suite Apartment,2020,1799,Sentul,Apartment,3,1,2,876,1,Kuala Lumpur,7,5
99788516,Axis Residence,2010,1600,Ampang,Service Residence,3,.,2,900,1,Kuala Lumpur,4,4
99788475,The Meritz,2008,4500,Ampang,Condominium,2,.,2,1400,1,Kuala Lumpur,10,.
99443425,Continew Condominium,2020,2000,KL City,Condominium,2,1,2,921,3,Kuala Lumpur,7,.
99788049,Flat Taman Bukit Angkasa,.,1200,Bangsar South,Flat,3,.,2,670,2,Kuala Lumpur,1,2
99787766,M City,2016,5000,KL City,Service Residence,4,.,4,1804,1,Kuala Lumpur,11,.
99787770,Zeta Deskye Residence,2016,1300,Jalan Ipoh,Condominium,3,.,2,1037,2,Kuala Lumpur,.,.
99787976,Menara Menjalara,.,1200,Bandar Menjalara,Condominium,3,1,2,1000,3,Kuala Lumpur,6,2
99558933,Danau Idaman,2000,1600,Taman Desa,Condominium,3,1,2,1000,1,Kuala Lumpur,9,.
99787805,Inspirasi Mont Kiara,.,3500,Mont Kiara,Condominium,3,2,2,940,1,Kuala Lumpur,9,.
99471974,Teratai Mewah Apartment,.,1300,Setapak,Apartment,3,.,2,650,1,Kuala Lumpur,3,.
99614239,Sky Awani 2 Residence,2020,1300,Sentul,Condominium,3,1,2,800,2,Kuala Lumpur,6,.
99787451,Anggun Puri,2008,1450,Solaris Dutamas,Condominium,2,1,1,950,3,Kuala Lumpur,4,1
98447720,.,.,1400,Bukit Jalil,Apartment,3,.,2,1042,3,Kuala Lumpur,7,1
98536400,.,.,1800,Bukit Jalil,Condominium,3,.,2,1023,3,Kuala Lumpur,6,3
99707608,Saville,2013,1900,Taman Melawati,Service Residence,3,1,2,1009,1,Kuala Lumpur,5,3
99439964,Gaya Apartments,.,1500,Taman Melawati,Apartment,2,.,2,1052,3,Kuala Lumpur,7,.
99787037,Platinum Hill PV 2,2013,1200,Setapak,Condominium,2,1,2,900,2,Kuala Lumpur,7,.
99697197,Residensi Rampai II,2021,1600,Setapak,Apartment,4,2,2,950,2,Kuala Lumpur,9,1
99786741,M City,2016,1600,KL City,Service Residence,1,1,1,533,1,Kuala Lumpur,14,3
99786727,202 Desa Cahaya,2000,4000,Keramat,Condominium,4,.,2,1700,1,Kuala Lumpur,6,.
99786523,Suasana Lumayan,2015,1490,Cheras,Condominium,4,.,2,1142,3,Kuala Lumpur,11,.
99786551,Taman Sri Kuching,.,1000,Jalan Kuching,Apartment,3,1,2,800,3,Kuala Lumpur,1,1
99786543,M Vertica,2023,1800,Cheras,Condominium,3,2,2,850,3,Kuala Lumpur,14,2
99786672,Fortune Avenue,.,1250,Kepong,Condominium,3,1,2,1239,3,Kuala Lumpur,10,1
99786379,"Apartment Taman Kuchai Jaya, Walking distance to Sekolah Seri Sentosa & Seri setia",.,900,Kuchai Lama,Apartment,2,.,2,600,2,Kuala Lumpur,1,1
99786434,Residensi Pandanmas 1,.,1800,Desa Pandan,Condominium,3,2,2,900,3,Kuala Lumpur,9,.
90558898,.,.,1400,Old Klang Road,Service Residence,1,.,2,775,1,Kuala Lumpur,6,4
99786152,The Park Sky Residence @ Bukit Jalil City,2019,3700,Bukit Jalil,Service Residence,3,2,3,1300,1,Kuala Lumpur,5,.
99785733,Sri Kinabalu,.,1950,Wangsa Maju,Condominium,4,1,2,1900,3,Kuala Lumpur,6,.
98778664,.,.,2400,Jalan Ipoh,Condominium,3,2,2,1196,1,Kuala Lumpur,13,2
98777176,.,.,1700,Cheras,Condominium,3,2,2,850,3,Kuala Lumpur,9,.
99785524,Villa Wangsamas,2010,2000,Wangsa Maju,Condominium,3,1,3,1267,1,Kuala Lumpur,8,.
99785543,Villa Ampang,.,1988,Ampang Hilir,Condominium,3,1,2,1000,1,Kuala Lumpur,12,4
99785195,PPA1M Metropolitan Kepong,2018,1600,Kepong,Condominium,5,2,2,1500,1,Kuala Lumpur,7,2
99785351,Infiniti Residences @ Wangsa Maju,2017,3500,Wangsa Maju,Condominium,3,2,4,1518,1,Kuala Lumpur,.,.
99785350,Villa Wangsamas,2010,2200,Wangsa Maju,Condominium,3,1,3,1267,1,Kuala Lumpur,8,.
98725803,.,.,4000,KLCC,Condominium,4,2,3,1200,1,Kuala Lumpur,8,4
99785301,"Sky Awani Residensi, Sentul",2019,1450,Sentul,Condominium,3,.,2,800,3,Kuala Lumpur,9,.
99785137,Vista Saujana,.,1200,Kepong,Apartment,3,1,2,980,3,Kuala Lumpur,6,2
99784975,Plaza Metro Prima,2007,1250,Kepong,Apartment,3,1,2,1010,2,Kuala Lumpur,8,3
99705137,Arena Green,2000,1000,Bukit Jalil,Condominium,2,1,2,786,1,Kuala Lumpur,7,3
99737846,Seasons Garden Residences @ Wangsa Maju,2017,1450,Wangsa Maju,Apartment,4,2,2,850,3,Kuala Lumpur,10,3
99784716,Anyaman Residence,2016,1800,Kuchai Lama,Condominium,3,1,2,935,1,Kuala Lumpur,9,4
96973830,Sentul Utama Condominium,2009,1300,Sentul,Condominium,4,1,2,1029,2,Kuala Lumpur,7,1
99784285,M Centura,2021,1400,Sentul,Service Residence,3,1,2,853,3,Kuala Lumpur,11,.
99783962,Ixora Apartment (Kepong),.,1200,Kepong,Apartment,3,1,2,1075,3,Kuala Lumpur,8,1
99783953,Gurney Heights,.,1600,Keramat,Condominium,3,1,2,1100,3,Kuala Lumpur,6,.
99784156,Ixora Apartments,.,1700,Pudu,Apartment,3,1,2,999,2,Kuala Lumpur,9,4
99783897,Taman Angsana Hilir,.,948,Desa Pandan,Apartment,2,.,1,580,3,Kuala Lumpur,2,3
97725738,.,.,4000,Sri Damansara,Service Residence,3,2,2,1051,1,Kuala Lumpur,11,5
99783437,Ativo Suites @ Damansara Avenue,2021,2000,Sri Damansara,Studio,1,1,1,499,1,Kuala Lumpur,11,5
99783417,Flat Pandan Jaya,.,800,Pandan Jaya,Flat,2,.,1,400,3,Kuala Lumpur,.,2
99783375,Residensi Desa Satumas,.,1500,Taman Desa,Condominium,3,1,2,850,3,Kuala Lumpur,7,2
97994181,M City,2016,1700,KL City,Service Residence,1,1,1,530,1,Kuala Lumpur,11,4
99783240,Residensi Rampai,2016,1600,Setapak,Condominium,4,2,2,1000,3,Kuala Lumpur,8,.
99782995,Mirage Residence,.,3400,KL City,Condominium,2,2,2,1400,1,Kuala Lumpur,7,2
99529050,Pangsapuri Desa Tenaga,.,1200,Old Klang Road,Apartment,3,1,2,750,3,Kuala Lumpur,.,.
99398648,Petalz Residences @ Old Klang Road,2016,2200,Old Klang Road,Service Residence,2,2,2,895,1,Kuala Lumpur,5,.
99782395,Bintang Mas,2017,1800,Cheras,Condominium,4,1,2,1307,3,Kuala Lumpur,8,3
99782352,Casa Green (Bukit Jalil),.,1100,Bukit Jalil,Condominium,3,.,2,850,2,Kuala Lumpur,12,5
99782528,Antah Tower,.,1200,Jalan Kuching,Condominium,1,.,1,635,3,Kuala Lumpur,4,3
93424427,Tiara Mutiara 2,2017,1800,Old Klang Road,Service Residence,4,1,2,1000,1,Kuala Lumpur,10,4
99782516,Maxim Citilights,2017,1500,Sentul,Condominium,3,.,2,1269,2,Kuala Lumpur,6,.
99782514,Maxim Citilights,2017,1700,Sentul,Condominium,3,.,2,1269,2,Kuala Lumpur,6,.
99782511,Maxim Citilights,2017,1500,Sentul,Condominium,2,.,2,856,1,Kuala Lumpur,6,.
99782510,Maxim Citilights,2017,1100,Sentul,Condominium,2,.,2,856,2,Kuala Lumpur,6,.
99782323,The Havre @ Bukit Jalil,2020,1100,Bukit Jalil,Condominium,3,2,3,1200,1,Kuala Lumpur,13,5
99782297,The Goodwood Residence,2023,1800,Bangsar South,Service Residence,1,1,1,300,1,Kuala Lumpur,7,5
99782175,Nuri Court,.,1000,Pandan Indah,Apartment,3,1,2,1000,3,Kuala Lumpur,3,2
98295175,Sri Putramas,2004,1300,Jalan Kuching,Condominium,3,1,2,1050,3,Kuala Lumpur,9,.
95615616,Sri Putramas,2004,1300,Jalan Kuching,Condominium,3,1,2,1050,3,Kuala Lumpur,11,1
99782054,Sentosa Court,.,1200,Old Klang Road,Apartment,3,1,2,1008,2,Kuala Lumpur,6,.
99781861,Rivercity Condominium,.,1650,Jalan Ipoh,Condominium,3,1,2,1300,3,Kuala Lumpur,.,.
99782044,Trinity Aquata,2019,2000,Sungai Besi,Condominium,3,2,2,1216,3,Kuala Lumpur,5,2
98295197,Idaman Sutera,.,1100,Setapak,Condominium,3,1,2,850,2,Kuala Lumpur,10,.
99781769,PV9 Residences @ Taman Melati,2022,1800,Setapak,Service Residence,3,2,2,1000,3,Kuala Lumpur,14,2
99781721,Inspirasi Mont Kiara,.,2900,Mont Kiara,Condominium,3,2,2,940,1,Kuala Lumpur,9,3
99781518,Putra Majestik,2008,1450,Jalan Ipoh,Condominium,3,2,2,1200,1,Kuala Lumpur,.,.
99781433,Sri Putramas,2004,1350,Jalan Kuching,Condominium,3,1,2,1200,3,Kuala Lumpur,.,.
99781201,Residensi Gurneymas,2021,1450,Keramat,Apartment,3,.,2,800,3,Kuala Lumpur,.,.
99781107,Gurney Heights,.,1750,Keramat,Condominium,3,1,1,900,1,Kuala Lumpur,.,.
99780959,Royal Regent (Sri Putramas 3),2013,1950,Jalan Kuching,Condominium,3,1,2,1200,1,Kuala Lumpur,.,.
99780906,Desa Sri Puteri,.,750,Desa Petaling,Apartment,2,1,1,630,1,Kuala Lumpur,1,.
99780840,OUG Parklane,.,1500,OUG,Service Residence,3,.,2,950,1,Kuala Lumpur,7,5
99780637,Seri Ampang Hilir,2013,900,Ampang,Flat,3,.,2,751,2,Kuala Lumpur,2,1
99729265,CitiZen,2019,2200,Old Klang Road,Service Residence,4,2,2,1094,1,Kuala Lumpur,10,3
99780599,Aman Puri,.,900,Kepong,Apartment,3,1,2,904,2,Kuala Lumpur,9,1
96359166,.,.,1200,Cheras,Apartment,3,.,2,985,2,Kuala Lumpur,.,.
99780345,The Park Residences (Bangsar South),2010,5500,Bangsar South,Condominium,4,2,3,2068,1,Kuala Lumpur,.,.
99780239,"SkyAwani 3 Residence, Setapak",2021,1350,Setapak,Condominium,3,.,2,800,3,Kuala Lumpur,14,5
99780220,"SkyAwani 3 Residence, Setapak",2021,1400,Setapak,Condominium,3,.,2,800,1,Kuala Lumpur,14,5
99780201,"SkyAwani 3 Residence, Setapak",2021,1200,Setapak,Condominium,3,2,2,800,1,Kuala Lumpur,14,5
98696113,CitiZen,2019,720,Old Klang Road,Service Residence,1,.,1,1100,1,Kuala Lumpur,11,5
99780168,"SkyAwani 3 Residence, Setapak",2021,1200,Setapak,Condominium,3,2,2,800,3,Kuala Lumpur,14,5
98696070,CitiZen,2019,2400,Old Klang Road,Service Residence,3,.,2,883,1,Kuala Lumpur,11,4
99780010,"SkyAwani 3 Residence, Setapak",2021,1300,Setapak,Condominium,3,.,2,800,3,Kuala Lumpur,12,.
99780064,The Holmes 2,2021,1950,Cheras,Condominium,3,2,3,943,1,Kuala Lumpur,9,.
99744743,Amadesa,2007,1200,Desa Petaling,Condominium,3,.,2,1046,3,Kuala Lumpur,7,.
99779928,The Haute,2019,2050,Keramat,Condominium,3,2,2,1100,1,Kuala Lumpur,.,.
99779964,The Holmes 2,2021,1900,Cheras,Condominium,3,1,2,1104,3,Kuala Lumpur,9,.
99417668,Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,2018,1200,Bukit Jalil,Apartment,3,1,2,1200,2,Kuala Lumpur,5,3
99779777,M Centura,2021,1400,Sentul,Service Residence,3,.,2,850,1,Kuala Lumpur,14,5
99779775,M Centura,2021,1400,Sentul,Service Residence,3,.,2,850,1,Kuala Lumpur,14,5
99728347,Arcoris,2012,3900,Mont Kiara,Service Residence,2,1,2,886,1,Kuala Lumpur,9,4
99735931,Sentul Point Suite Apartment,2020,1750,Sentul,Apartment,3,1,2,876,1,Kuala Lumpur,12,4
99779425,Sky Meridien,.,2650,Sentul,Service Residence,2,2,2,874,1,Kuala Lumpur,10,3
99779210,Residensi Rampai II,2021,1600,Setapak,Apartment,4,2,2,1000,2,Kuala Lumpur,10,1
99778963,Sentul Point Suite Apartment,2020,1500,Sentul,Apartment,3,1,2,850,3,Kuala Lumpur,7,1
99778982,Bandar Baru Sentul,.,900,Sentul,Apartment,2,.,1,570,2,Kuala Lumpur,1,2
99587486,Warisan City View,2005,1700,Cheras,Condominium,3,.,2,1050,3,Kuala Lumpur,7,2
99779109,M3 Residency,2017,1400,Setapak,Service Residence,3,.,2,925,3,Kuala Lumpur,.,.
99778934,Kepong Sentral Condominium,2007,1200,Kepong,Condominium,3,1,2,650,3,Kuala Lumpur,10,2
99779068,10 Semantan,2006,1200,Damansara Heights,Service Residence,1,1,1,550,3,Kuala Lumpur,8,3
99778921,PPA1M Metropolitan Kepong,2018,1300,Kepong,Condominium,3,1,2,1200,3,Kuala Lumpur,5,2
99778744,Sang Suria,2002,1400,Sentul,Condominium,3,1,2,1250,3,Kuala Lumpur,14,3
87305411,Puncak Desa Apartment,.,700,Kepong,Apartment,3,.,2,650,2,Kuala Lumpur,5,2
99778905,Dorsett Residences Sri Hartamas,2018,2100,Sri Hartamas,Service Residence,2,1,1,560,1,Kuala Lumpur,5,3
99778898,Bayu Andaman,.,1800,Sentul,Apartment,3,.,2,1000,1,Kuala Lumpur,9,3
99778868,Angkupuri,1998,2800,Mont Kiara,Condominium,3,2,2,1400,1,Kuala Lumpur,11,3
99459335,Jalil Damai,.,1300,Bukit Jalil,Apartment,3,1,2,1068,1,Kuala Lumpur,7,4
99778519,Nuri Court,.,1100,Pandan Indah,Apartment,3,1,2,1000,3,Kuala Lumpur,3,2
99778276,Mandarina Court,.,1000,Cheras,Apartment,3,1,2,850,2,Kuala Lumpur,11,.
99778263,Villa Putera,.,1900,Jalan Sultan Ismail,Condominium,2,.,1,1120,1,Kuala Lumpur,9,5
99778218,The Holmes 2,2021,1500,Cheras,Condominium,3,2,2,943,3,Kuala Lumpur,9,.
99778312,Casa Green (Bukit Jalil),.,2100,Bukit Jalil,Condominium,4,1,2,900,1,Kuala Lumpur,11,4
99406106,Canopy hills,.,600,Sungai Besi,Condominium,2,1,1,590,2,Kuala Lumpur,10,1
99778082,Fortune Court (Kepong),.,1000,Kepong,Apartment,3,.,2,950,3,Kuala Lumpur,.,.
99778102,Fortune Court (Kepong),.,1000,Kepong,Apartment,3,.,2,950,3,Kuala Lumpur,5,.
99778092,Soho Suites @ KLCC,2013,2350,KLCC,Service Residence,2,1,1,700,1,Kuala Lumpur,.,.
99778054,Fortune Court (Kepong),.,1000,Kepong,Others,3,.,2,950,3,Kuala Lumpur,.,1
99777669,Kepong Sentral Condominium,2007,2100,Kepong,Condominium,3,.,2,1050,1,Kuala Lumpur,10,4
99777766,"SkyAwani 3 Residence, Setapak",2021,1200,Setapak,Condominium,3,2,2,800,1,Kuala Lumpur,14,5
99777764,M Centura,2021,1400,Sentul,Condominium,3,2,2,850,1,Kuala Lumpur,14,5
99777570,Brunsfield Embassyview Condominiu.,.,3500,Ampang Hilir,Condominium,4,2,4,1632,3,Kuala Lumpur,.,.
99758655,Menara Orkid,.,1200,Sentul,Apartment,3,1,2,838,3,Kuala Lumpur,5,3
99777481,"SkyAwani 3 Residence, Setapak",2021,1400,Setapak,Condominium,3,.,2,800,3,Kuala Lumpur,12,.
99777438,Lanai Kiara,1998,6000,Mont Kiara,Condominium,4,.,4,3067,1,Kuala Lumpur,11,.
97694652,Sentosa Court,.,1300,Old Klang Road,Apartment,3,1,2,1008,3,Kuala Lumpur,6,2
99777266,The Hipster @ Taman Desa,2022,1800,Taman Desa,Condominium,3,2,2,921,3,Kuala Lumpur,8,3
99776633,THE FENNEL AT SENTUL EAST,2017,2600,Sentul,Condominium,3,3,3,1237,3,Kuala Lumpur,9,1
99776506,The Elements,2015,1600,Ampang,Service Residence,1,1,1,520,1,Kuala Lumpur,8,4
98755320,.,.,800,Salak Selatan,Flat,3,.,2,700,3,Kuala Lumpur,2,3
99776503,Pearl Suria,2016,2200,Old Klang Road,Condominium,2,1,2,914,1,Kuala Lumpur,10,3
97512681,eaton residences kuala lumpur,.,8500,Bukit Bintang,Condominium,3,.,3,1550,1,Kuala Lumpur,1,3
99776203,Abadi Indah,.,1100,Taman Desa,Condominium,3,1,2,850,1,Kuala Lumpur,8,.
99776231,Desa Green,1997,2000,Taman Desa,Service Residence,3,1,2,935,3,Kuala Lumpur,7,3
99776283,PPA1M Bukit Jalil,.,1500,Bukit Jalil,Apartment,4,2,2,1434,3,Kuala Lumpur,6,2
99776282,Sentul Village Mercury Service Apartment,2017,1400,Sentul,Service Residence,3,1,2,948,3,Kuala Lumpur,10,1
99776275,Vista Komanwel,.,2000,Bukit Jalil,Condominium,4,1,3,1424,1,Kuala Lumpur,6,5
99776273,Serini Melawati,2018,1850,Taman Melawati,Service Residence,2,1,1,700,1,Kuala Lumpur,.,.
99776247,Nuri Court,.,1200,Pandan Indah,Apartment,3,1,2,826,2,Kuala Lumpur,3,1
99776246,Sentul Village Mercury Service Apartment,2017,1400,Sentul,Service Residence,3,1,2,948,3,Kuala Lumpur,10,1
99776234,M Vertica,2023,2500,Cheras,Condominium,3,2,2,850,1,Kuala Lumpur,9,1
99776219,Sinaran Wangsa Maju,2022,2199,Setapak,Service Residence,3,2,2,880,1,Kuala Lumpur,6,4
99776339,Impiana Sky Residensi,2021,1600,Bukit Jalil,Apartment,3,1,2,850,3,Kuala Lumpur,5,3
99776149,The Nest Residence @ Genting Klang,.,1200,Setapak,Condominium,1,1,1,614,3,Kuala Lumpur,10,.
99697679,Sentrio Suites,2017,2400,Desa Pandan,Condominium,2,1,2,900,1,Kuala Lumpur,10,4
99616337,Infiniti 3 Residences,.,2200,Wangsa Maju,Service Residence,3,2,2,1280,1,Kuala Lumpur,7,3
99776309,Seasons Garden Residences @ Wangsa Maju,2017,1799,Wangsa Maju,Apartment,3,1,2,770,1,Kuala Lumpur,6,2
99776302,The Hamstead,.,1400,Cheras,Condominium,3,2,2,947,3,Kuala Lumpur,8,4
99697482,Tivoli Villas,1993,1800,Bangsar,Condominium,2,1,1,890,1,Kuala Lumpur,9,4
99776118,The Nest Residence @ Genting Klang,.,1300,Setapak,Condominium,1,1,1,713,2,Kuala Lumpur,10,.
99776111,Rampai Court,.,1000,Wangsa Maju,Apartment,2,.,1,600,3,Kuala Lumpur,4,.
99776066,The Nest Residence @ Genting Klang,.,1100,Setapak,Condominium,1,1,1,592,2,Kuala Lumpur,10,.
98300443,TTDI Plaza Condominium,.,4500,Taman Tun Dr Ismail,Condominium,4,1,3,2174,1,Kuala Lumpur,13,4
99775582,Sky Meridien,.,2600,Sentul,Service Residence,2,2,2,794,1,Kuala Lumpur,9,4
99775545,Residensi Pandanmas 2,.,1250,Desa Pandan,Apartment,3,.,2,900,2,Kuala Lumpur,8,1
